Lib	Anti	Cover
WEE305	MsrA_MLS	8.627
WEE305	TetO_Tet	8.362
WEE305	LnuC_MLS	7.675
WEE306	AmpC_Bla	17.168
WEE306	TetA_Tet	37.521
WEE306	Qnr-S_Flq	24.617
WEE306	DfrA5_Tmt	26.724
WEE306	SulII_Sul	27.787
WEE306	TetR_Tet	30.808
WEE307	MsrE_MLS	6.274
WEE307	StrB_AGly	7.142
WEE307	OXA-228_Bla	5.136
WEE307	Tet-39_Tet	19.692
WEE307	OXA-23_Bla	9.806
WEE307	cfxA_Bla	43.031
WEE307	MsrD_MLS	10.735
WEE307	TetO_Tet	7.195
WEE307	Dfr_Tmt	16.908
WEE307	CatBx_Phe	5.971
WEE310	ErmX_MLS	8.542
WEE310	MECA_Bla	6.375
WEE311	ErmX_MLS	7.904
WEE311	VanH-Pt_Gly	5.712
WEE311	VanR-A_Gly	5.463
WEE311	Aac6-Ii_AGly	4.969
WEE311	TetU_Tet	2.903
WEE311	SulI_Sul	5.323
WEE313	StrB_AGly	4.944
WEE315	GES_Bla	137.942
WEE315	CatBx_Phe	30.702
WEE315	StrA_AGly	959.306
WEE315	Aac6-IIc_AGly	89.021
WEE315	AadA_AGly	12.425
WEE315	TetC_Tet	81.275
WEE315	StrB_AGly	881.862
WEE315	SulI_Sul	189.342
WEE315	OXA-7_Bla	30.829
WEE315	AadB_AGly	19.318
WEE316	MsrA_MLS	9.621
WEE316	Cmr_Phe	9.333
WEE318	VanY-A_Gly	45.657
WEE318	MphA_MLS	31.393
WEE318	SHV-OKP-LEN_Bla	8.465
WEE318	VanA_Gly	55.407
WEE318	VanH-Pt_Gly	52.791
WEE318	AmpH_Bla	11.828
WEE318	VanS-A_Gly	54.267
WEE318	Aac6-Aph2_AGly	8.436
WEE318	QnrB_Flq	31.618
WEE318	VanR-A_Gly	46.397
WEE318	OXA-1_Bla	178.512
WEE318	ErmA_MLS	62.847
WEE318	Arr_Rif	217.791
WEE318	VanX-M_Gly	47.833
WEE318	DHA_Bla	35.191
WEE318	OqxA_Flq	9.706
WEE318	StrA_AGly	3.445
WEE318	TetA_Tet	39.068
WEE318	Dfr_Tmt	16.028
WEE318	AadD_AGly	7.811
WEE318	CatBx_Phe	181.824
WEE318	TetR_Tet	33.209
WEE318	Spc_AGly	69.889
WEE322	TEM-1D_Bla	8.405
WEE323	TetK_Tet	4.594
WEE324	TEM-1D_Bla	5.733
WEE324	Cmr_Phe	8.442
WEE327	StrA_AGly	12.437
WEE327	StrB_AGly	10.859
WEE328	MsrA_MLS	7.175
WEE328	StrB_AGly	9.26
WEE329	StrB_AGly	5.283
WEE330	TetW_Tet	7.663
WEE330	StrA_AGly	7.201
WEE330	StrB_AGly	5.196
WEE333	ErmX_MLS	8.841
WEE333	ErmC_MLS	4.466
WEE333	APH-Stph_AGly	4.365
WEE334	StrA_AGly	13.733
WEE334	AadD_AGly	9.598
WEE334	StrB_AGly	15.998
WEE334	Aph3''Ia_AGly	8.647
WEE335	StrA_AGly	10.155
WEE335	StrB_AGly	9.439
WEE336	MphA_MLS	28.728
WEE336	Aac3-IIa_AGly	13.58
WEE336	StrB_AGly	26.377
WEE336	SHV-OKP-LEN_Bla	29.072
WEE336	SulI_Sul	153.75
WEE336	TetA_Tet	9.676
WEE336	AadB_AGly	175.828
WEE337	GES_Bla	3.4
WEE337	StrA_AGly	660.385
WEE337	AadB_AGly	23.955
WEE337	TetC_Tet	17.121
WEE337	StrB_AGly	626.428
WEE337	SulI_Sul	58.369
WEE337	Aac6-IIc_AGly	98.422
WEE338	MphA_MLS	12.587
WEE338	CTX-M-9_Bla	12.253
WEE338	Tet-40_Tet	5.564
WEE338	QnrB_Flq	12.826
WEE338	OXA-209_Bla	84.525
WEE338	SulI_Sul	24.615
WEE338	Tet-32_Tet	11.408
WEE338	StrA_AGly	9.109
WEE338	Qnr-S_Flq	11.585
WEE338	TetR_Tet	14.164
WEE338	CatBx_Phe	26.871
WEE338	DfrA_Tmt	10.054
WEE338	Spc_AGly	9.921
WEE339	VanA_Gly	27.577
WEE339	VanH-Pt_Gly	23.956
WEE339	OXA-1_Bla	28.299
WEE339	VanS-A_Gly	21.647
WEE339	QnrB_Flq	43.975
WEE339	VanR-A_Gly	22.646
WEE339	Arr_Rif	49.925
WEE339	DHA_Bla	45.904
WEE339	SulI_Sul	101.642
WEE339	VanX-M_Gly	25.748
WEE339	CatBx_Phe	41.44
WEE340	StrB_AGly	6.994
WEE340	SulI_Sul	18.127
WEE340	Cmr_Phe	6.491
WEE340	StrA_AGly	6.88
WEE340	TetA_Tet	17.03
WEE340	TetR_Tet	14.574
WEE342	GES_Bla	53.892
WEE342	OXA-1_Bla	21.987
WEE342	StrA_AGly	1291.998
WEE342	Aac6-IIc_AGly	377.01
WEE342	TetC_Tet	28.148
WEE342	StrB_AGly	1273.857
WEE342	SulI_Sul	161.474
WEE342	DfrA_Tmt	2.641
WEE342	OXA-7_Bla	173.625
WEE342	AadB_AGly	66.665
WEE344	BlaZ_Bla	4.558
WEE344	SulI_Sul	5.293
WEE345	VanY-A_Gly	11.68
WEE345	VanA_Gly	14.264
WEE345	VanH-Pt_Gly	12.036
WEE345	VanS-A_Gly	11.234
WEE345	VanR-A_Gly	16.429
WEE345	OXA-1_Bla	58.745
WEE345	ErmA_MLS	13.276
WEE345	Aac6-Ii_AGly	4.08
WEE345	Arr_Rif	61.117
WEE345	VanX-M_Gly	11.243
WEE345	CatBx_Phe	54.587
WEE345	Spc_AGly	15.865
WEE346	MphA_MLS	50.778
WEE346	StrB_AGly	42.099
WEE346	OXA-1_Bla	30.484
WEE346	GES_Bla	40.557
WEE346	SHV-OKP-LEN_Bla	80.405
WEE346	SulI_Sul	73.189
WEE346	TetA_Tet	36.994
WEE346	AadB_AGly	400.809
WEE346	CatBx_Phe	93.624
WEE346	TetR_Tet	25.4
WEE346	DfrA5_Tmt	29.198
WEE348	AacAad_AGly	8.381
WEE348	SulI_Sul	14.524
WEE348	OXA-1_Bla	4.427
WEE348	TetR_Tet	5.891
WEE351	OXA-7_Bla	59.653
WEE351	CARB_Bla	12.558
WEE351	OXA-1_Bla	17.427
WEE351	MphE_MLS	4.273
WEE351	GES_Bla	25.733
WEE351	StrA_AGly	805.17
WEE351	Aac6-IIc_AGly	94.043
WEE351	AadA_AGly	88.067
WEE351	TetC_Tet	22.497
WEE351	StrB_AGly	782.058
WEE351	SulI_Sul	185.932
WEE351	AadB_AGly	14.079
WEE351	CatBx_Phe	25.131
WEE352	GES_Bla	40.521
WEE352	StrA_AGly	9.189
WEE352	StrB_AGly	9.405
WEE352	AadB_AGly	48.564
WEE352	SulI_Sul	71.73
WEE353	SulII_Sul	2.894
WEE354	ErmC_MLS	4.522
WEE354	StrB_AGly	8.964
WEE354	SulI_Sul	7.98
WEE355	TEM-1D_Bla	6.125
WEE355	GOB-1_Bla	5.695
WEE355	StrA_AGly	369.621
WEE355	CatBx_Phe	12.965
WEE355	Aac6-IIc_AGly	115.532
WEE355	AadA_AGly	11.999
WEE355	StrB_AGly	357.397
WEE355	OXA-7_Bla	12.819
WEE355	OXA-1_Bla	12.857
WEE355	SulI_Sul	177.266
WEE355	AadB_AGly	14.077
WEE356	GES_Bla	13.178
WEE356	AadA_AGly	95.369
WEE356	SulI_Sul	172.973
WEE356	StrA_AGly	2031.834
WEE356	AadB_AGly	43.54
WEE356	TetC_Tet	89.924
WEE356	StrB_AGly	1977.795
WEE356	GOB-1_Bla	3.779
WEE356	Aac6-IIc_AGly	330.717
WEE357	SulI_Sul	10.776
WEE357	Cmr_Phe	4.585
WEE358	OXA-7_Bla	56.296
WEE358	CARB_Bla	8.482
WEE358	CME-1_Bla	22.327
WEE358	OXA-1_Bla	13.036
WEE358	MphE_MLS	8.622
WEE358	AadB_AGly	33.062
WEE358	GES_Bla	31.166
WEE358	StrA_AGly	619.851
WEE358	Aac6-IIc_AGly	397.063
WEE358	AadA_AGly	74.572
WEE358	TetC_Tet	37.905
WEE358	StrB_AGly	589.115
WEE358	SulI_Sul	205.191
WEE359	GES_Bla	23.267
WEE359	AadB_AGly	12.202
WEE359	SulI_Sul	27.687
WEE361	MECA_Bla	8.523
WEE362	OXA-7_Bla	25.585
WEE362	OXA-1_Bla	12.874
WEE362	GES_Bla	47.906
WEE362	StrA_AGly	521.488
WEE362	Aac6-IIc_AGly	421.959
WEE362	AadA_AGly	75.524
WEE362	TetC_Tet	73.317
WEE362	StrB_AGly	506.951
WEE362	SulI_Sul	208.301
WEE362	AadB_AGly	22.542
WEE362	CatBx_Phe	23.025
WEE363	TetW_Tet	48.376
WEE366	TetW_Tet	83.706
WEE366	SHV-OKP-LEN_Bla	4.594
WEE367	MECA_Bla	13.086
WEE367	ErmC_MLS	14.409
WEE367	MphC_MLS	24.152
WEE368	Erm39_MLS	13.842
WEE369	TetK_Tet	10.87
WEE369	VanX-M_Gly	9.897
WEE369	VanA_Gly	10.195
WEE369	VanH-Pt_Gly	8.84
WEE370	TEM-1D_Bla	7.677
WEE370	StrA_AGly	8.114
WEE370	AadB_AGly	15.103
WEE371	Aph3''Ia_AGly	7.472
WEE371	SulI_Sul	7.841
WEE371	Cmr_Phe	8.628
WEE371	MsrA_MLS	22.344
WEE372	StrA_AGly	5.617
WEE374	TetW_Tet	4.998
WEE374	MECA_Bla	9.044
WEE374	MphC_MLS	10.244
WEE374	LnuC_MLS	4.931
WEE375	QnrB_Flq	120.537
WEE375	OXA-51_Bla	5.909
WEE376	TetW_Tet	7.487
WEE379	StrB_AGly	7.103
WEE381	StrA_AGly	10.109
WEE381	StrB_AGly	8.047
WEE382	ErmX_MLS	10.824
WEE385	AadD_AGly	4.008
WEE386	AadB_AGly	7.869
WEE386	AadD_AGly	4.504
WEE387	TetW_Tet	7.141
WEE387	StrA_AGly	20.694
WEE387	StrB_AGly	20.61
WEE387	DfrC_Tmt	2.246
WEE388	StrB_AGly	12.11
WEE388	StrA_AGly	13.728
