Nanopore_ID	Sample_ID	Illumina_Library_ID	Culturing_Sample_ID	Antibiotics
N182_BC03	HMCT049_02	WEE263	HMCT051_02	KAN
N182_BC04	HMCT049_02	WEE263	HMCT051_02	STREP
N182_BC05	HMCT049_02	WEE263	HMCT051_02	TET
N197_BC10	HMCT049_02	WEE263	HMCT051_02	AMP
N222_BC08	HMCT049_02	WEE263	HMCT051_02	BHI
N102_BC06	HMCT052	WEE332	HMCT054	KAN
N220_BC01	HMCT052	WEE332	HMCT054	STREP
N162_BC12	HMCT052_02	WEE236	HMCT054_02	AMP
N163_BC01	HMCT052_02	WEE236	HMCT054_02	KAN
N163_BC02	HMCT052_02	WEE236	HMCT054_02	STREP
N163_BC03	HMCT052_02	WEE236	HMCT054_02	TET
N216_BC06	HMCT052_02	WEE236	HMCT054_02	BHI
N149_BC09	HMCT055	WEE293	HMCT057	KAN
N149_BC10	HMCT055	WEE293	HMCT057	TET
N191_BC04	HMCT055_02	WEE257	HMCT057_02	AMP
N191_BC05	HMCT055_02	WEE257	HMCT057_02	CHLOR
N191_BC06	HMCT055_02	WEE257	HMCT057_02	KAN
N191_BC07	HMCT055_02	WEE257	HMCT057_02	STREP
N191_BC08	HMCT055_02	WEE257	HMCT057_02	TET
N224_BC02	HMCT055_02	WEE257	HMCT057_02	BHI
N154_BC07	HMCT058	WEE267	HMCT060	CHLOR
N154_BC08	HMCT058	WEE267	HMCT060	KAN
N161_BC01	HMCT058	WEE267	HMCT060	TET
N221_BC02	HMCT058	WEE267	HMCT060	BHI
N236_BC02	HMCT058	WEE267	HMCT060	AMP
N171_BC05	HMCT058_02	WEE231	HMCT060_02	AMP
N171_BC06	HMCT058_02	WEE231	HMCT060_02	KAN
N171_BC07	HMCT058_02	WEE231	HMCT060_02	STREP
N171_BC08	HMCT058_02	WEE231	HMCT060_02	TET
N127_BC05	HMCT061	WEE084	HMCT063	AMP
N127_BC06	HMCT061	WEE084	HMCT063	KAN
N127_BC07	HMCT061	WEE084	HMCT063	TET
N204_BC01	HMCT061	WEE084	HMCT063	BHI
N139_BC01	HMCT064	WEE148	HMCT066	AMP
N139_BC02	HMCT064	WEE148	HMCT066	CHLOR
N139_BC03	HMCT064	WEE148	HMCT066	KAN
N139_BC04	HMCT064	WEE148	HMCT066	STREP
N139_BC05	HMCT064	WEE148	HMCT066	TET
N209_BC10	HMCT064	WEE148	HMCT066	BHI
N145_BC07	HMCT064_02	WEE170	HMCT066_02	AMP
N213_BC03	HMCT064_02	WEE170	HMCT066_02	BHI
N108_BC01	HMCT067	WEE182	HMCT069	AMP
N108_BC02	HMCT067	WEE182	HMCT069	CHLOR
N108_BC03	HMCT067	WEE182	HMCT069	KAN
N108_BC04	HMCT067	WEE182	HMCT069	TET
N200_BC06	HMCT067	WEE182	HMCT069	BHI
N210_BC01	HMCT067	WEE182	HMCT069	STREP
N182_BC06	HMCT067_02	WEE101	HMCT069_02	AMP
N222_BC09	HMCT067_02	WEE101	HMCT069_02	BHI
N121_BC05	HMCT070	WEE112	HMCT072	AMP
N121_BC06	HMCT070	WEE112	HMCT072	CHLOR
N121_BC07	HMCT070	WEE112	HMCT072	KAN
N121_BC08	HMCT070	WEE112	HMCT072	TET
N236_BC11	HMCT070	WEE112	HMCT072	BHI
N174_BC10	HMCT070_02	WEE113	HMCT072_02	KAN
N174_BC11	HMCT070_02	WEE113	HMCT072_02	STREP
N196_BC04	HMCT070_02	WEE113	HMCT072_02	AMP
N196_BC05	HMCT070_02	WEE113	HMCT072_02	CHLOR
N196_BC06	HMCT070_02	WEE113	HMCT072_02	TET
N219_BC07	HMCT070_02	WEE113	HMCT072_02	BHI
N113_BC08	HMCT076	WEE180	HMCT078	AMP
N113_BC09	HMCT076	WEE180	HMCT078	KAN
N113_BC10	HMCT076	WEE180	HMCT078	TET
N200_BC10	HMCT076	WEE180	HMCT078	BHI
N210_BC06	HMCT076	WEE180	HMCT078	CHLOR
N210_BC07	HMCT076	WEE180	HMCT078	STREP
N174_BC05	HMCT076_02	WEE149	HMCT078_02	AMP
N174_BC06	HMCT076_02	WEE149	HMCT078_02	CHLOR
N174_BC07	HMCT076_02	WEE149	HMCT078_02	KAN
N185_BC12	HMCT076_02	WEE149	HMCT078_02	TET
N219_BC05	HMCT076_02	WEE149	HMCT078_02	BHI
N108_BC08	HMCT079	WEE092	HMCT081	AMP
N108_BC09	HMCT079	WEE092	HMCT081	CHLOR
N108_BC10	HMCT079	WEE092	HMCT081	KAN
N108_BC11	HMCT079	WEE092	HMCT081	STREP
N108_BC12	HMCT079	WEE092	HMCT081	TET
N208_BC07	HMCT079	WEE092	HMCT081	BHI
N176_BC05	HMCT079_02	WEE136	HMCT081_02	AMP
N176_BC06	HMCT079_02	WEE136	HMCT081_02	KAN
N176_BC07	HMCT079_02	WEE136	HMCT081_02	STREP
N176_BC08	HMCT079_02	WEE136	HMCT081_02	TET
N221_BC07	HMCT079_02	WEE136	HMCT081_02	BHI
N125_BC12	HMCT082	WEE163	HMCT084	AMP
N126_BC01	HMCT082	WEE163	HMCT084	CHLOR
N126_BC02	HMCT082	WEE163	HMCT084	KAN
N126_BC03	HMCT082	WEE163	HMCT084	TET
N203_BC08	HMCT082	WEE163	HMCT084	BHI
N109_BC12	HMCT082_02	WEE121	HMCT084_02	AMP
N200_BC08	HMCT082_02	WEE121	HMCT084_02	BHI
N127_BC12	HMCT085	WEE164	HMCT087	STREP
N128_BC01	HMCT085	WEE164	HMCT087	TET
N128_BC02	HMCT085	WEE164	HMCT087	AMP
N132_BC02	HMCT085	WEE164	HMCT087	KAN
N236_BC12	HMCT085	WEE164	HMCT087	BHI
N169_BC10	HMCT085_02	WEE114	HMCT087_02	AMP
N169_BC11	HMCT085_02	WEE114	HMCT087_02	CHLOR
N169_BC12	HMCT085_02	WEE114	HMCT087_02	KAN
N170_BC01	HMCT085_02	WEE114	HMCT087_02	STREP
N170_BC02	HMCT085_02	WEE114	HMCT087_02	TET
N227_BC12	HMCT085_02	WEE114	HMCT087_02	BHI
N137_BC11	HMCT088	WEE146	HMCT090	AMP
N137_BC12	HMCT088	WEE146	HMCT090	CHLOR
N138_BC01	HMCT088	WEE146	HMCT090	STREP
N138_BC02	HMCT088	WEE146	HMCT090	TET
N150_BC08	HMCT088	WEE146	HMCT090	KAN
N209_BC08	HMCT088	WEE146	HMCT090	BHI
N169_BC02	HMCT088_02	WEE122	HMCT090_02	AMP
N169_BC03	HMCT088_02	WEE122	HMCT090_02	KAN
N169_BC04	HMCT088_02	WEE122	HMCT090_02	STREP
N169_BC05	HMCT088_02	WEE122	HMCT090_02	TET
N218_BC02	HMCT088_02	WEE122	HMCT090_02	BHI
N218_BC03	HMCT088_02	WEE122	HMCT090_02	CHLOR
N124_BC04	HMCT091	WEE085	HMCT093	TET
N124_BC05	HMCT091	WEE085	HMCT093	KAN
N131_BC06	HMCT091	WEE085	HMCT093	AMP
N203_BC03	HMCT091	WEE085	HMCT093	BHI
N206_BC04	HMCT091	WEE085	HMCT093	CHLOR
N223_BC12	HMCT091_02	WEE252	HMCT093_02	BHI
N236_BC09	HMCT091_02	WEE252	HMCT093_02	AMP
N115_BC12	HMCT094	WEE093	HMCT096	AMP
N116_BC01	HMCT094	WEE093	HMCT096	KAN
N116_BC02	HMCT094	WEE093	HMCT096	TET
N201_BC04	HMCT094	WEE093	HMCT096	BHI
N178_BC05	HMCT094_02	WEE320	HMCT096_02	AMP
N178_BC06	HMCT094_02	WEE320	HMCT096_02	KAN
N221_BC10	HMCT094_02	WEE320	HMCT096_02	BHI
N187_BC11	HMCT097_02	WEE341	HMCT099_02	AMP
N187_BC12	HMCT097_02	WEE341	HMCT099_02	KAN
N228_BC07	HMCT097_02	WEE341	HMCT099_02	BHI
N236_BC08	HMCT097_02	WEE341	HMCT099_02	STREP
N208_BC03	HMCT100	WEE115	HMCT102	AMP
N208_BC04	HMCT100	WEE115	HMCT102	KAN
N208_BC05	HMCT100	WEE115	HMCT102	TET
N224_BC08	HMCT100	WEE115	HMCT102	BHI
N227_BC04	HMCT100	WEE115	HMCT102	CHLOR
N232_BC12	HMCT100	WEE115	HMCT102	STREP
N174_BC12	HMCT100_02	WEE343	HMCT102_02	AMP
N186_BC02	HMCT100_02	WEE343	HMCT102_02	KAN
N186_BC03	HMCT100_02	WEE343	HMCT102_02	STREP
N196_BC07	HMCT100_02	WEE343	HMCT102_02	TET
N226_BC09	HMCT100_02	WEE343	HMCT102_02	CHLOR
N237_BC04	HMCT100_02	WEE343	HMCT102_02	BHI
N158_BC10	HMCT103	WEE348	HMCT105	AMP
N158_BC11	HMCT103	WEE348	HMCT105	KAN
N216_BC01	HMCT103	WEE348	HMCT105	BHI
N166_BC01	HMCT103_02	WEE384	HMCT105_02	KAN
N166_BC02	HMCT103_02	WEE384	HMCT105_02	STREP
N217_BC04	HMCT103_02	WEE384	HMCT105_02	BHI
N109_BC11	HMCT106	WEE211	HMCT108	AMP
N208_BC10	HMCT106	WEE211	HMCT108	BHI
N184_BC08	HMCT106_02	WEE211	HMCT108_02	KAN
N103_BC10	HMCT109	WEE094	HMCT111	KAN
N103_BC11	HMCT109	WEE094	HMCT111	STREP
N103_BC12	HMCT109	WEE094	HMCT111	TET
N235_BC03	HMCT109	WEE094	HMCT111	AMP
N172_BC07	HMCT109_02	WEE210	HMCT111_02	AMP
N172_BC08	HMCT109_02	WEE210	HMCT111_02	KAN
N172_BC09	HMCT109_02	WEE210	HMCT111_02	STREP
N172_BC10	HMCT109_02	WEE210	HMCT111_02	TET
N218_BC12	HMCT109_02	WEE210	HMCT111_02	BHI
N232_BC08	HMCT109_02	WEE210	HMCT111_02	CHLOR
N115_BC10	HMCT112	WEE378	HMCT114	KAN
N115_BC11	HMCT112	WEE378	HMCT114	TET
N165_BC06	HMCT112_02	WEE324	HMCT114_02	KAN
N149_BC06	HMCT115	WEE116	HMCT117	CHLOR
N149_BC07	HMCT115	WEE116	HMCT117	KAN
N149_BC08	HMCT115	WEE116	HMCT117	STREP
N214_BC05	HMCT115	WEE116	HMCT117	BHI
N232_BC03	HMCT115	WEE116	HMCT117	AMP
N187_BC08	HMCT115_02	WEE328	HMCT117_02	AMP
N187_BC09	HMCT115_02	WEE328	HMCT117_02	KAN
N187_BC10	HMCT115_02	WEE328	HMCT117_02	TET
N223_BC04	HMCT115_02	WEE328	HMCT117_02	BHI
N155_BC05	HMCT118	WEE357	HMCT120	AMP
N155_BC06	HMCT118	WEE357	HMCT120	CHLOR
N155_BC07	HMCT118	WEE357	HMCT120	KAN
N155_BC08	HMCT118	WEE357	HMCT120	STREP
N161_BC03	HMCT118	WEE357	HMCT120	TET
N215_BC03	HMCT118	WEE357	HMCT120	BHI
N137_BC04	HMCT121	WEE041	HMCT123	CHLOR
N137_BC05	HMCT121	WEE041	HMCT123	KAN
N137_BC06	HMCT121	WEE041	HMCT123	STREP
N137_BC07	HMCT121	WEE041	HMCT123	TET
N207_BC02	HMCT121	WEE041	HMCT123	AMP
N209_BC07	HMCT121	WEE041	HMCT123	BHI
N141_BC04	HMCT121_02	WEE042	HMCT123_02	KAN
N141_BC05	HMCT121_02	WEE042	HMCT123_02	STREP
N160_BC01	HMCT121_02	WEE042	HMCT123_02	TET
N239_BC04	HMCT121_02	WEE042	HMCT123_02	AMP
N118_BC12	HMCT124	WEE147	HMCT126	AMP
N119_BC01	HMCT124	WEE147	HMCT126	CHLOR
N119_BC02	HMCT124	WEE147	HMCT126	KAN
N119_BC03	HMCT124	WEE147	HMCT126	TET
N120_BC03	HMCT124	WEE147	HMCT126	STREP
N202_BC01	HMCT124	WEE147	HMCT126	BHI
N148_BC10	HMCT127	WEE150	HMCT129	KAN
N148_BC11	HMCT127	WEE150	HMCT129	TET
N207_BC05	HMCT127	WEE150	HMCT129	AMP
N213_BC02	HMCT127	WEE150	HMCT129	BHI
N100_BC08	HMCT127_02	WEE043	HMCT129_02	AMP
N100_BC09	HMCT127_02	WEE043	HMCT129_02	KAN
N100_BC10	HMCT127_02	WEE043	HMCT129_02	TET
N106_BC06	HMCT127_02	WEE043	HMCT129_02	CHLOR
N106_BC10	HMCT127_02	WEE043	HMCT129_02	STREP
N240_BC09	HMCT127_02	WEE043	HMCT129_02	BHI
N141_BC11	HMCT130	WEE171	HMCT132	AMP
N141_BC12	HMCT130	WEE171	HMCT132	CHLOR
N142_BC01	HMCT130	WEE171	HMCT132	KAN
N142_BC02	HMCT130	WEE171	HMCT132	TET
N212_BC05	HMCT130	WEE171	HMCT132	BHI
N183_BC05	HMCT130_02	WEE273	HMCT132_02	AMP
N183_BC06	HMCT130_02	WEE273	HMCT132_02	CHLOR
N183_BC07	HMCT130_02	WEE273	HMCT132_02	KAN
N183_BC08	HMCT130_02	WEE273	HMCT132_02	STREP
N183_BC09	HMCT130_02	WEE273	HMCT132_02	TET
N222_BC12	HMCT130_02	WEE273	HMCT132_02	BHI
N157_BC02	HMCT133	WEE153	HMCT135	CHLOR
N157_BC03	HMCT133	WEE153	HMCT135	KAN
N157_BC04	HMCT133	WEE153	HMCT135	TET
N161_BC11	HMCT133	WEE153	HMCT135	AMP
N161_BC12	HMCT133	WEE153	HMCT135	STREP
N215_BC08	HMCT133	WEE153	HMCT135	BHI
N105_BC08	HMD001	WEE366	HMD003	AMP
N105_BC09	HMD001	WEE366	HMD003	KAN
N105_BC10	HMD001	WEE366	HMD003	TET
N194_BC08	HMD001	WEE366	HMD003	BHI
N122_BC01	HMD004	WEE386	HMD006	AMP
N122_BC02	HMD004	WEE386	HMD006	KAN
N122_BC03	HMD004	WEE386	HMD006	TET
N202_BC03	HMD004	WEE386	HMD006	BHI
N217_BC05	HMD004_02	WEE245	HMD006_02	BHI
N158_BC07	HMD007	WEE365	HMD009	KAN
N158_BC08	HMD007	WEE365	HMD009	STREP
N158_BC09	HMD007	WEE365	HMD009	TET
N236_BC03	HMD007	WEE365	HMD009	AMP
N237_BC01	HMD007	WEE365	HMD009	BHI
N101_BC01	HMD007_02	WEE046	HMD009_02	STREP
N101_BC02	HMD007_02	WEE046	HMD009_02	TET
N101_BC11	HMD007_02	WEE046	HMD009_02	AMP
N101_BC12	HMD007_02	WEE046	HMD009_02	KAN
N219_BC10	HMD007_02	WEE046	HMD009_02	BHI
N145_BC11	HMD010	WEE379	HMD012	AMP
N145_BC12	HMD010	WEE379	HMD012	CHLOR
N146_BC01	HMD010	WEE379	HMD012	KAN
N146_BC02	HMD010	WEE379	HMD012	STREP
N146_BC03	HMD010	WEE379	HMD012	TET
N213_BC04	HMD010	WEE379	HMD012	BHI
N100_BC06	HMD013	WEE047	HMD015	AMP
N100_BC07	HMD013	WEE047	HMD015	CHLOR
N106_BC11	HMD013	WEE047	HMD015	KAN
N214_BC12	HMD013	WEE047	HMD015	BHI
N239_BC01	HMD013	WEE047	HMD015	STREP
N171_BC12	HMD013_02	WEE353	HMD015_02	AMP
N172_BC01	HMD013_02	WEE353	HMD015_02	STREP
N221_BC04	HMD013_02	WEE353	HMD015_02	BHI
N125_BC01	HMP001	WEE323	HMP003	KAN
N125_BC02	HMP001	WEE323	HMP003	TET
N131_BC08	HMP001	WEE323	HMP003	AMP
N131_BC09	HMP001	WEE323	HMP003	CHLOR
N131_BC10	HMP001	WEE323	HMP003	STREP
N203_BC06	HMP001	WEE323	HMP003	BHI
N168_BC10	HMP001_02	WEE124	HMP003_02	AMP
N168_BC11	HMP001_02	WEE124	HMP003_02	CHLOR
N168_BC12	HMP001_02	WEE124	HMP003_02	KAN
N169_BC01	HMP001_02	WEE124	HMP003_02	TET
N128_BC03	HMP004	WEE265	HMP006	CHLOR
N128_BC04	HMP004	WEE265	HMP006	KAN
N128_BC05	HMP004	WEE265	HMP006	TET
N132_BC03	HMP004	WEE265	HMP006	AMP
N233_BC03	HMP004	WEE265	HMP006	BHI
N107_BC05	HMP004_02	WEE075	HMP006_02	KAN
N115_BC02	HMP004_02	WEE075	HMP006_02	AMP
N123_BC12	HMP004_02	WEE075	HMP006_02	TET
N203_BC01	HMP004_02	WEE075	HMP006_02	BHI
N104_BC09	HMP007	WEE299	HMP009	AMP
N104_BC10	HMP007	WEE299	HMP009	CHLOR
N104_BC11	HMP007	WEE299	HMP009	STREP
N104_BC12	HMP007	WEE299	HMP009	TET
N107_BC08	HMP007	WEE299	HMP009	KAN
N227_BC06	HMP007	WEE299	HMP009	BHI
N190_BC12	HMP007_02	WEE371	HMP009_02	AMP
N191_BC01	HMP007_02	WEE371	HMP009_02	CHLOR
N191_BC02	HMP007_02	WEE371	HMP009_02	KAN
N191_BC03	HMP007_02	WEE371	HMP009_02	TET
N224_BC01	HMP007_02	WEE371	HMP009_02	BHI
N147_BC06	HMP010	WEE191	HMP012	AMP
N147_BC07	HMP010	WEE191	HMP012	CHLOR
N147_BC08	HMP010	WEE191	HMP012	KAN
N147_BC09	HMP010	WEE191	HMP012	STREP
N147_BC10	HMP010	WEE191	HMP012	TET
N213_BC08	HMP010	WEE191	HMP012	BHI
N166_BC03	HMP010_02	WEE217	HMP012_02	AMP
N166_BC04	HMP010_02	WEE217	HMP012_02	CHLOR
N166_BC05	HMP010_02	WEE217	HMP012_02	STREP
N166_BC06	HMP010_02	WEE217	HMP012_02	KAN
N166_BC07	HMP010_02	WEE217	HMP012_02	TET
N217_BC06	HMP010_02	WEE217	HMP012_02	BHI
N106_BC12	HMP018	WEE181	HMP020	AMP
N107_BC01	HMP018	WEE181	HMP020	CHLOR
N107_BC02	HMP018	WEE181	HMP020	KAN
N107_BC03	HMP018	WEE181	HMP020	TET
N107_BC04	HMP018	WEE181	HMP020	STREP
N202_BC12	HMP018	WEE181	HMP020	BHI
N141_BC02	HMP018_02	WEE344	HMP020_02	AMP
N141_BC03	HMP018_02	WEE344	HMP020_02	CHLOR
N151_BC04	HMP018_02	WEE344	HMP020_02	KAN
N151_BC05	HMP018_02	WEE344	HMP020_02	TET
N220_BC10	HMP018_02	WEE344	HMP020_02	BHI
N235_BC10	HMP018_02	WEE344	HMP020_02	STREP
N113_BC01	HMP021	WEE367	HMP023	AMP
N113_BC02	HMP021	WEE367	HMP023	CHLOR
N113_BC03	HMP021	WEE367	HMP023	KAN
N113_BC04	HMP021	WEE367	HMP023	TET
N200_BC09	HMP021	WEE367	HMP023	BHI
N210_BC05	HMP021	WEE367	HMP023	STREP
N209_BC02	HMP021_02	WEE133	HMP023_02	BHI
N230_BC12	HMP021_02	WEE133	HMP023_02	CHLOR
N231_BC01	HMP021_02	WEE133	HMP023_02	KAN
N231_BC02	HMP021_02	WEE133	HMP023_02	STREP
N231_BC03	HMP021_02	WEE133	HMP023_02	TET
N235_BC09	HMP021_02	WEE133	HMP023_02	AMP
N153_BC10	HMP024	WEE385	HMP026	AMP
N153_BC11	HMP024	WEE385	HMP026	CHLOR
N153_BC12	HMP024	WEE385	HMP026	KAN
N154_BC01	HMP024	WEE385	HMP026	TET
N214_BC10	HMP024	WEE385	HMP026	BHI
N226_BC03	HMP024	WEE385	HMP026	STREP
N188_BC03	HMP024_02	WEE209	HMP026_02	AMP
N188_BC04	HMP024_02	WEE209	HMP026_02	CHLOR
N188_BC05	HMP024_02	WEE209	HMP026_02	KAN
N188_BC06	HMP024_02	WEE209	HMP026_02	TET
N237_BC11	HMP024_02	WEE209	HMP026_02	BHI
N152_BC10	HMP027	WEE347	HMP029	CHLOR
N152_BC11	HMP027	WEE347	HMP029	KAN
N152_BC12	HMP027	WEE347	HMP029	STREP
N153_BC01	HMP027	WEE347	HMP029	TET
N221_BC01	HMP027	WEE347	HMP029	BHI
N189_BC05	HMP027_02	WEE277	HMP029_02	AMP
N189_BC06	HMP027_02	WEE277	HMP029_02	CHLOR
N189_BC07	HMP027_02	WEE277	HMP029_02	KAN
N189_BC08	HMP027_02	WEE277	HMP029_02	TET
N198_BC04	HMP027_02	WEE277	HMP029_02	STREP
N223_BC08	HMP027_02	WEE277	HMP029_02	BHI
N139_BC06	HMP030	WEE363	HMP032	AMP
N150_BC09	HMP030	WEE363	HMP032	KAN
N150_BC10	HMP030	WEE363	HMP032	STREP
N207_BC03	HMP030	WEE363	HMP032	TET
N209_BC11	HMP030	WEE363	HMP032	BHI
N225_BC12	HMP030	WEE363	HMP032	CHLOR
N208_BC06	HMP030_02	WEE048	HMP032_02	TET
N224_BC10	HMP030_02	WEE048	HMP032_02	BHI
N122_BC08	HMP033	X	HMP035	AMP
N122_BC09	HMP033	X	HMP035	KAN
N122_BC10	HMP033	X	HMP035	TET
N202_BC06	HMP033	X	HMP035	BHI
N235_BC06	HMP033	X	HMP035	STREP
N176_BC04	HMP033_02	WEE272	HMP035_02	KAN
N154_BC06	HMP036	X	HMP038	KAN
N232_BC04	HMP036	X	HMP038	AMP
N175_BC05	HMP036_02	WEE380	HMP038_02	AMP
N175_BC06	HMP036_02	WEE380	HMP038_02	KAN
N175_BC07	HMP036_02	WEE380	HMP038_02	TET
N152_BC06	HMP039	WEE049	HMP041	AMP
N152_BC07	HMP039	WEE049	HMP041	KAN
N152_BC08	HMP039	WEE049	HMP041	STREP
N152_BC09	HMP039	WEE049	HMP041	TET
N160_BC11	HMP039	WEE049	HMP041	CHLOR
N214_BC07	HMP039	WEE049	HMP041	BHI
N185_BC10	HMP039_02	WEE247	HMP041_02	KAN
N219_BC03	HMP039_02	WEE247	HMP041_02	BHI
N226_BC06	HMP039_02	WEE247	HMP041_02	AMP
N226_BC07	HMP039_02	WEE247	HMP041_02	CHLOR
N226_BC08	HMP039_02	WEE247	HMP041_02	STREP
N155_BC10	HMP042	WEE050	HMP044	CHLOR
N155_BC11	HMP042	WEE050	HMP044	KAN
N155_BC12	HMP042	WEE050	HMP044	TET
N195_BC08	HMP042	WEE050	HMP044	AMP
N215_BC04	HMP042	WEE050	HMP044	BHI
N234_BC08	HMP042_02	WEE051	HMP044_02	BHI
N234_BC09	HMP042_02	WEE051	HMP044_02	AMP
N234_BC10	HMP042_02	WEE051	HMP044_02	KAN
N234_BC11	HMP042_02	WEE051	HMP044_02	STREP
N238_BC02	HMP042_02	WEE051	HMP044_02	TET
N183_BC01	HMST001	WEE282	HMST003	AMP
N183_BC02	HMST001	WEE282	HMST003	CHLOR
N183_BC03	HMST001	WEE282	HMST003	TET
N227_BC02	HMST001	WEE282	HMST003	KAN
N228_BC06	HMST001	WEE282	HMST003	BHI
N175_BC03	HMST001_02	WEE131	HMST003_02	STREP
N175_BC04	HMST001_02	WEE131	HMST003_02	TET
N196_BC09	HMST001_02	WEE131	HMST003_02	AMP
N196_BC10	HMST001_02	WEE131	HMST003_02	CHLOR
N196_BC11	HMST001_02	WEE131	HMST003_02	KAN
N221_BC06	HMST001_02	WEE131	HMST003_02	BHI
N136_BC01	HMST004	WEE261	HMST006	CHLOR
N136_BC02	HMST004	WEE261	HMST006	KAN
N136_BC03	HMST004	WEE261	HMST006	TET
N150_BC03	HMST004	WEE261	HMST006	AMP
N150_BC04	HMST004	WEE261	HMST006	STREP
N211_BC08	HMST004	WEE261	HMST006	BHI
N098_BC01	HMST004_02	WEE076	HMST006_02	AMP
N098_BC02	HMST004_02	WEE076	HMST006_02	STREP
N098_BC03	HMST004_02	WEE076	HMST006_02	KAN
N098_BC04	HMST004_02	WEE076	HMST006_02	CHLOR
N098_BC05	HMST004_02	WEE076	HMST006_02	TET
N219_BC02	HMST004_02	WEE076	HMST006_02	BHI
N149_BC04	HMST007	WEE237	HMST009	AMP
N149_BC05	HMST007	WEE237	HMST009	TET
N152_BC05	HMST007	WEE237	HMST009	STREP
N214_BC04	HMST007	WEE237	HMST009	BHI
N236_BC01	HMST007	WEE237	HMST009	KAN
N167_BC12	HMST007_02	WEE249	HMST009_02	AMP
N168_BC01	HMST007_02	WEE249	HMST009_02	CHLOR
N168_BC02	HMST007_02	WEE249	HMST009_02	STREP
N168_BC03	HMST007_02	WEE249	HMST009_02	TET
N185_BC04	HMST007_02	WEE249	HMST009_02	KAN
N217_BC12	HMST007_02	WEE249	HMST009_02	BHI
N146_BC10	HMST010	X	HMST012	AMP
N146_BC11	HMST010	X	HMST012	CHLOR
N146_BC12	HMST010	X	HMST012	KAN
N160_BC08	HMST010	X	HMST012	STREP
N160_BC09	HMST010	X	HMST012	TET
N227_BC09	HMST010	X	HMST012	BHI
N170_BC08	HMST010_02	WEE258	HMST012_02	AMP
N170_BC09	HMST010_02	WEE258	HMST012_02	CHLOR
N170_BC10	HMST010_02	WEE258	HMST012_02	KAN
N218_BC06	HMST010_02	WEE258	HMST012_02	BHI
N220_BC03	HMST010_02	WEE258	HMST012_02	TET
N122_BC04	HMST018	WEE352	HMST020	STREP
N202_BC04	HMST018	WEE352	HMST020	BHI
N205_BC12	HMST018	WEE352	HMST020	KAN
N206_BC01	HMST018	WEE352	HMST020	TET
N235_BC05	HMST018	WEE352	HMST020	AMP
N175_BC08	HMST018_02	WEE134	HMST020_02	AMP
N175_BC09	HMST018_02	WEE134	HMST020_02	KAN
N196_BC12	HMST018_02	WEE134	HMST020_02	CHLOR
N197_BC01	HMST018_02	WEE134	HMST020_02	STREP
N226_BC10	HMST018_02	WEE134	HMST020_02	TET
N228_BC05	HMST018_02	WEE134	HMST020_02	BHI
N215_BC05	HMST021	WEE158	HMST023	BHI
N226_BC05	HMST021	WEE158	HMST023	AMP
N232_BC05	HMST021	WEE158	HMST023	KAN
N232_BC06	HMST021	WEE158	HMST023	TET
N170_BC12	HMST021_02	WEE123	HMST023_02	AMP
N171_BC02	HMST021_02	WEE123	HMST023_02	KAN
N171_BC03	HMST021_02	WEE123	HMST023_02	STREP
N171_BC04	HMST021_02	WEE123	HMST023_02	TET
N218_BC09	HMST021_02	WEE123	HMST023_02	BHI
N226_BC02	HMST024	WEE359	HMST026	KAN
N231_BC11	HMST024	WEE359	HMST026	AMP
N231_BC12	HMST024	WEE359	HMST026	STREP
N111_BC09	HMST024_02	WEE190	HMST026_02	AMP
N111_BC10	HMST024_02	WEE190	HMST026_02	CHLOR
N111_BC11	HMST024_02	WEE190	HMST026_02	KAN
N111_BC12	HMST024_02	WEE190	HMST026_02	STREP
N112_BC01	HMST024_02	WEE190	HMST026_02	TET
N227_BC07	HMST024_02	WEE190	HMST026_02	BHI
N157_BC08	HMST027	WEE346	HMST029	CHLOR
N162_BC01	HMST027	WEE346	HMST029	TET
N165_BC01	HMST027	WEE346	HMST029	AMP
N165_BC02	HMST027	WEE346	HMST029	STREP
N211_BC01	HMST027	WEE346	HMST029	KAN
N164_BC05	HMST027_02	WEE336	HMST029_02	AMP
N164_BC06	HMST027_02	WEE336	HMST029_02	CHLOR
N164_BC07	HMST027_02	WEE336	HMST029_02	KAN
N164_BC08	HMST027_02	WEE336	HMST029_02	STREP
N164_BC09	HMST027_02	WEE336	HMST029_02	TET
N216_BC12	HMST027_02	WEE336	HMST029_02	BHI
N114_BC08	HMST030	WEE052	HMST032	AMP
N114_BC09	HMST030	WEE052	HMST032	CHLOR
N114_BC10	HMST030	WEE052	HMST032	STREP
N114_BC11	HMST030	WEE052	HMST032	KAN
N114_BC12	HMST030	WEE052	HMST032	TET
N201_BC02	HMST030	WEE052	HMST032	BHI
N146_BC05	HMST030_02	WEE053	HMST032_02	KAN
N146_BC06	HMST030_02	WEE053	HMST032_02	TET
N155_BC03	HMST030_02	WEE053	HMST032_02	STREP
N160_BC07	HMST030_02	WEE053	HMST032_02	AMP
N213_BC05	HMST030_02	WEE053	HMST032_02	BHI
N123_BC06	HMST033	WEE054	HMST035	STREP
N123_BC07	HMST033	WEE054	HMST035	CHLOR
N123_BC08	HMST033	WEE054	HMST035	AMP
N123_BC11	HMST033	WEE054	HMST035	TET
N131_BC05	HMST033	WEE054	HMST035	KAN
N202_BC10	HMST033	WEE054	HMST035	BHI
N191_BC09	HMST033_02	WEE274	HMST035_02	AMP
